id,cap_numero,cap_nombre,subcap_numero,subcap_nombre,articulo_numero,parrafo_numero,parrafo_texto
320-2,9,Sistemas de justicia,27,Sistemas de justicia,320,2,2. La justicia arbitral será siempre voluntaria. La ley no podrá establecerarbitrajes forzosos.
321-1,9,Sistemas de justicia,27,Sistemas de justicia,321,6,"La función jurisdiccional se basa en los principios rectores de la justiciaabierta, que se manifiesta en la transparencia, participación y colaboración,con el fin de garantizar el Estado de derecho, promover la paz social yfortalecer la democracia."
322-1,9,Sistemas de justicia,27,Sistemas de justicia,322,1,"1. La función jurisdiccional se define en su estructura, integración yprocedimientos conforme a los principios de plurinacionalidad, pluralismojurídico e interculturalidad."
322-2,9,Sistemas de justicia,27,Sistemas de justicia,322,2,"2. Cuando se trate de personas indígenas, los tribunales y sus funcionariosdeberán adoptar una perspectiva intercultural en el tratamiento y resoluciónde las materias de su competencia, tomando debidamente en consideraciónlas costumbres, las tradiciones, los protocolos y los sistemas normativos delos pueblos indígenas, conforme a los tratados e instrumentosinternacionales de derechos humanos de los que Chile es parte."
323-1,9,Sistemas de justicia,27,Sistemas de justicia,323,1,1. Es deber del Estado promover e implementar mecanismos colaborativos deresolución de conflictos que garanticen la participación activa y el diálogo.
323-2,9,Sistemas de justicia,27,Sistemas de justicia,323,2,2. Solo la ley podrá determinar los requisitos y efectos de los mecanismosalternativos de resolución de conflictos.
324-1,9,Sistemas de justicia,27,Sistemas de justicia,324,1,"1. Las personas que ejercen jurisdicción en órganos unipersonales o colegiadosse denominan juezas o jueces. No existirá jerarquía entre quienes ejercenjurisdicción y solo se diferenciarán por la función que desempeñen. Además,no recibirán tratamiento honorífico alguno."
324-2,9,Sistemas de justicia,27,Sistemas de justicia,324,2,"2. Solo la ley podrá establecer cargos de juezas y jueces. La Corte Suprema y lascortes de apelaciones solo podrán ser integradas por personas que tengan lacalidad de juezas o jueces titulares, interinos, suplentes o subrogantes."
324-3,9,Sistemas de justicia,27,Sistemas de justicia,324,3,3. La planta de personal y organización administrativa interna de los tribunalesserá establecida por la ley.
325-1,9,Sistemas de justicia,27,Sistemas de justicia,325,2,"El Sistema Nacional de Justicia gozará de autonomía financiera. Anualmente,se destinarán en la Ley de Presupuestos los fondos necesarios para suadecuado funcionamiento."
326-1,9,Sistemas de justicia,27,Sistemas de justicia,326,3,"Los tribunales deberán cumplir con el principio de proximidad e itinerancia.Con la finalidad de garantizar el acceso a la justicia y a la tutela jurisdiccionalefectiva, podrán funcionar en localidades situadas fuera de su lugar deasiento, siempre dentro del territorio de su competencia."
327-1,9,Sistemas de justicia,27,Sistemas de justicia,327,2,"El Sistema Nacional de Justicia está integrado por la justicia vecinal, lostribunales de instancia, las cortes de apelaciones y la Corte Suprema."
328-1,9,Sistemas de justicia,27,Sistemas de justicia,328,1,"1. La Corte Suprema es un órgano colegiado con jurisdicción en todo el paísque tiene como función velar por la correcta aplicación del derecho yuniformar su interpretación, así como las demás atribuciones queestablezcan esta Constitución y la ley."
328-2,9,Sistemas de justicia,27,Sistemas de justicia,328,2,2. Se compondrá de veintiún juezas y jueces y funcionará en pleno o salasespecializadas.
328-3,9,Sistemas de justicia,27,Sistemas de justicia,328,3,"3. Sus juezas y jueces durarán en sus cargos un máximo de catorce años, sinposibilidad de reelección."
328-4,9,Sistemas de justicia,27,Sistemas de justicia,328,4,4. La presidencia de la Corte Suprema será ejercida por una persona elegida porsus pares. Durará en sus funciones dos años sin posibilidad de ejercernuevamente el cargo. Quien ejerza la Presidencia no podrá integrar ningunade las salas.
329-1,9,Sistemas de justicia,27,Sistemas de justicia,329,3,"La Corte Suprema conocerá y resolverá las impugnaciones deducidas encontra de las decisiones de la jurisdicción indígena, lo hará en salaespecializada y asistida por una consejería técnica integrada por expertos ensu cultura y derecho propio, en la forma que establezca la ley."
330-1,9,Sistemas de justicia,27,Sistemas de justicia,330,1,"1. Las cortes de apelaciones son órganos colegiados con jurisdicción sobre unaregión o parte de ella. Su función principal es resolver las impugnaciones delas resoluciones dictadas por los tribunales de instancia, así como las demáscompetencias que establezcan la Constitución y la ley."
330-2,9,Sistemas de justicia,27,Sistemas de justicia,330,2,2. Funcionarán en pleno o en salas preferentemente especializadas.
330-3,9,Sistemas de justicia,27,Sistemas de justicia,330,3,3. La presidencia de cada corte de apelaciones será ejercida por una personaelegida por sus pares. Durará en sus funciones dos años.
331-1,9,Sistemas de justicia,27,Sistemas de justicia,331,1,"1. Son tribunales de instancia los civiles, penales, de familia, laborales, decompetencia común o mixtos, administrativos, ambientales, vecinales, deejecución de pena y los demás que establezcan la Constitución y ley."
331-2,9,Sistemas de justicia,27,Sistemas de justicia,331,2,"2. La organización, las atribuciones, la competencia y el número de juezas ojueces que integran estos tribunales son determinados por la ley."
332-1,9,Sistemas de justicia,27,Sistemas de justicia,332,1,1. Los tribunales administrativos conocen y resuelven las acciones dirigidas encontra de la Administración del Estado o promovidas por esta y las demásmaterias que establezca la ley.
332-2,9,Sistemas de justicia,27,Sistemas de justicia,332,2,"2. Para su conocimiento y resolución la ley establecerá un procedimientounificado, simple y expedito."
332-3,9,Sistemas de justicia,27,Sistemas de justicia,332,3,3. Habrá al menos un tribunal administrativo en cada región del país y podránfuncionar en salas especializadas.
332-4,9,Sistemas de justicia,27,Sistemas de justicia,332,4,4. Los asuntos de competencia de estos tribunales no podrán ser sometidos aarbitraje.
333-1,9,Sistemas de justicia,27,Sistemas de justicia,333,1,"1. Los tribunales ambientales conocerán y resolverán acerca de la legalidad delos actos administrativos en materia ambiental, de la acción de tutela dederechos de la naturaleza y derechos ambientales, de la reparación por dañoambiental y las demás que señalen la Constitución y la ley."
333-2,9,Sistemas de justicia,27,Sistemas de justicia,333,2,2. Habrá al menos un tribunal ambiental en cada región del país.
333-3,9,Sistemas de justicia,27,Sistemas de justicia,333,3,"3. La ley regulará la integración, competencia y demás aspectos que seannecesarios para su adecuado funcionamiento."
333-4,9,Sistemas de justicia,27,Sistemas de justicia,333,4,"4. Las acciones para impugnar la legalidad de los actos administrativos que sepronuncien sobre materia ambiental y la solicitud de medidas cautelarespodrán interponerse directamente ante los tribunales ambientales, sin quepueda exigirse el agotamiento previo de la vía administrativa."
334-1,9,Sistemas de justicia,27,Sistemas de justicia,334,1,1. La justicia vecinal se compone de los juzgados vecinales y los centros dejusticia vecinal.
334-2,9,Sistemas de justicia,27,Sistemas de justicia,334,2,"2. En cada comuna del país que sea asiento de una municipalidad habrá, a lomenos, un juzgado vecinal que ejercerá la función jurisdiccional respecto detodas aquellas controversias jurídicas que se susciten a nivel comunal queno sean competencia de otro tribunal y de los demás asuntos que la ley lesencomiende, conforme a un procedimiento breve, oral, simple y expedito."
335-1,9,Sistemas de justicia,27,Sistemas de justicia,335,1,"1. Los centros de justicia vecinal son órganos encargados de promover lasolución de conflictos vecinales y de pequeña cuantía dentro de unacomunidad determinada por ley, sobre la base del diálogo social, la paz y laparticipación de las partes involucradas. Se debe priorizar su instalación enzonas rurales y lugares alejados de áreas urbanas."
335-2,9,Sistemas de justicia,27,Sistemas de justicia,335,2,"2. Los centros de justicia vecinal deberán orientar e informar al público enmaterias jurídicas, haciendo las derivaciones que fuesen necesarias, asícomo ejercer las demás funciones que la ley les encomiende."
335-3,9,Sistemas de justicia,27,Sistemas de justicia,335,3,"3. La organización, atribuciones, materias y procedimientos que correspondana los centros de justicia vecinal se regirán por la ley respectiva."
336-1,9,Sistemas de justicia,27,Sistemas de justicia,336,1,"1. Los tribunales de ejecución de penas velarán por los derechos fundamentalesde las personas condenadas o sujetas a medidas de seguridad, conforme a loreconocido en esta Constitución y a los tratados e instrumentosinternacionales de derechos humanos, procurando su integración e inserciónsocial."
336-2,9,Sistemas de justicia,27,Sistemas de justicia,336,2,"2. Ejercerán funciones jurisdiccionales en materia de ejecución de penas ymedidas de seguridad, control jurisdiccional de la potestad disciplinaria delas autoridades penitenciarias, protección de los derechos y beneficios delos internos en los establecimientos penitenciarios y demás que señale la ley."
337-1,9,Sistemas de justicia,27,Sistemas de justicia,337,1,1. El sistema de cumplimiento de las sanciones penales y de las medidas deseguridad se organizará sobre la base del respeto a los derechos humanos ytendrá como objetivos el cumplimiento de la pena y la integración e inserciónsocial de la persona que cumpla una condena judicial.
337-2,9,Sistemas de justicia,27,Sistemas de justicia,337,2,"2. Es deber del Estado, en su especial posición de garante frente a las personasprivadas de libertad, velar por la protección y ejercicio efectivo de susderechos fundamentales consagrados en esta Constitución y en los tratadose instrumentos internacionales sobre derechos humanos."
338-1,9,Sistemas de justicia,27,Sistemas de justicia,338,1,"1. Solo el Estado puede ejecutar el cumplimiento de penas y medidas privativasde libertad, a través de instituciones públicas especialmente establecidaspara estos fines. Esta función no podrá ser cumplida por privados."
338-2,9,Sistemas de justicia,27,Sistemas de justicia,338,2,"2. Para la inserción, integración y reparación de las personas privadas delibertad, los establecimientos penitenciarios deben contar con espacios parael estudio, el trabajo, el deporte, las artes y las culturas."
338-3,9,Sistemas de justicia,27,Sistemas de justicia,338,3,"3. En el caso de mujeres y personas gestantes y madres de lactantes, el Estadoadoptará las medidas necesarias, tales como infraestructura y equipamiento,en los regímenes de control cerrado, abierto y pospenitenciario."
339-1,9,Sistemas de justicia,27,Sistemas de justicia,339,1,"1. El Tribunal Calificador de Elecciones conocerá del escrutinio general y de lacalificación de las elecciones de las autoridades electas por votación populara nivel nacional, resolverá las reclamaciones que se susciten y proclamará alos que resulten elegidas y elegidos."
339-2,9,Sistemas de justicia,27,Sistemas de justicia,339,2,"2. Además, conocerá y resolverá los reclamos administrativos que se entablencontra actos del Servicio Electoral y las decisiones emanadas de tribunalessupremos u órganos equivalentes de las organizaciones políticas."
339-3,9,Sistemas de justicia,27,Sistemas de justicia,339,3,"3. También conocerá y resolverá sobre las inhabilidades, incompatibilidades ycausales de cesación en el cargo de diputadas y diputados o de losrepresentantes regionales. De igual manera, calificará la renuncia de estoscuando les afecte una enfermedad grave, debidamente acreditada, que lesimpida desempeñar el cargo."
339-4,9,Sistemas de justicia,27,Sistemas de justicia,339,4,"4. Dicho Tribunal conocerá, además, de los plebiscitos nacionales y tendrá lasdemás atribuciones que determine la ley."
339-5,9,Sistemas de justicia,27,Sistemas de justicia,339,5,5. El Tribunal valorará la prueba conforme a las reglas de la sana crítica.
339-6,9,Sistemas de justicia,27,Sistemas de justicia,339,6,"6. Estará constituido por cinco juezas y jueces, designados por el Consejo de laJusticia, quienes deberán postular en la forma y oportunidad que determinela ley respectiva. Durarán seis años en sus funciones."
339-7,9,Sistemas de justicia,27,Sistemas de justicia,339,7,"7. Una ley regulará la organización y el funcionamiento del Tribunal Calificadorde Elecciones, su planta, remuneraciones y estatuto del personal."
340-1,9,Sistemas de justicia,27,Sistemas de justicia,340,1,"1. Los tribunales electorales regionales están encargados de conocer elescrutinio general y la calificación de las elecciones de nivel regional,comunal y de organismos de la sociedad civil y demás organizacionesreconocidas por esta Constitución o por la ley, así como resolver lasreclamaciones a que den lugar y proclamar las candidaturas que resultenelectas."
340-2,9,Sistemas de justicia,27,Sistemas de justicia,340,2,"2. Conocerán, asimismo, de los plebiscitos regionales y comunales, sinperjuicio de las demás atribuciones que determine la ley."
340-3,9,Sistemas de justicia,27,Sistemas de justicia,340,3,"3. Sus resoluciones serán apelables y su conocimiento corresponderá alTribunal Calificador de Elecciones en la forma que determine la ley.Igualmente, les corresponderá conocer de la calificación de las elecciones decarácter gremial y de las que tengan lugar en aquellas organizaciones que laley señale."
340-4,9,Sistemas de justicia,27,Sistemas de justicia,340,4,"4. Los tribunales electorales regionales estarán constituidos por tres juezas yjueces, designados por el Consejo de la Justicia, los cuales deberán postularen la forma y oportunidad que determine la ley respectiva. Durarán seis añosen sus funciones."
340-5,9,Sistemas de justicia,27,Sistemas de justicia,340,5,5. Estos tribunales valorarán la prueba conforme a las reglas de la sana crítica.
340-6,9,Sistemas de justicia,27,Sistemas de justicia,340,6,"6. Una ley regulará la organización y el funcionamiento de los tribunaleselectorales regionales, plantas, remuneraciones y estatuto del personal."
341-1,9,Sistemas de justicia,27,Sistemas de justicia,341,2,La gestión administrativa y la superintendencia directiva y correccional delTribunal Calificador de Elecciones y de los tribunales electorales regionalescorresponderá al Consejo de la Justicia.
342-1,9,Sistemas de justicia,28,Consejo de la Justicia,342,1,"1. El Consejo de la Justicia es un órgano autónomo, técnico, paritario yplurinacional, con personalidad jurídica y patrimonio propio, cuya finalidades fortalecer la independencia judicial. Está encargado de losnombramientos, gobierno, gestión, formación y disciplina en el SistemaNacional de Justicia."
342-1,9,Sistemas de justicia,28,Consejo de la Justicia,342,1,"1. El Consejo de la Justicia es un órgano autónomo, técnico, paritario yplurinacional, con personalidad jurídica y patrimonio propio, cuya finalidades fortalecer la independencia judicial. Está encargado de losnombramientos, gobierno, gestión, formación y disciplina en el SistemaNacional de Justicia."
342-2,9,Sistemas de justicia,28,Consejo de la Justicia,342,2,"2. En el ejercicio de sus atribuciones debe considerar el principio de nodiscriminación, la inclusión, la paridad de género, la equidad territorial y laplurinacionalidad."
342-2,9,Sistemas de justicia,28,Consejo de la Justicia,342,2,"2. En el ejercicio de sus atribuciones debe considerar el principio de nodiscriminación, la inclusión, la paridad de género, la equidad territorial y laplurinacionalidad."
343-1,9,Sistemas de justicia,28,Consejo de la Justicia,343,2,"Son atribuciones del Consejo de la Justicia:a) Nombrar, previo concurso público y por resolución motivada, a todas lasjuezas, los jueces, las funcionarias y los funcionarios del Sistema Nacionalde Justicia.b) Adoptar las medidas disciplinarias en contra de juezas, jueces,funcionarias y funcionarios del Sistema Nacional de Justicia, incluida suremoción, conforme a lo dispuesto en esta Constitución y la ley.c) Efectuar una revisión integral de la gestión de todos los tribunales delSistema Nacional de Justicia, a lo menos cada cinco años, la que incluiráaudiencias públicas para determinar su correcto funcionamiento,conforme a lo establecido en la Constitución y la ley. Esta revisión, enningún caso, incluirá las resoluciones judiciales.d) Evaluar y calificar, periódicamente, el desempeño de juezas, jueces,funcionarias y funcionarios del Sistema Nacional de Justicia.e) Decidir sobre promociones, traslados, permutas y cese de funciones deintegrantes del Sistema Nacional de Justicia.f) Definir las necesidades presupuestarias, ejecutar y gestionar los recursospara el adecuado funcionamiento del Sistema Nacional de Justicia.g) Pronunciarse sobre cualquier modificación legal en la organización yatribuciones del Sistema Nacional de Justicia. El Congreso de Diputadasy Diputados deberá oficiar al Consejo, el que deberá responder dentro detreinta días contados desde su recepción.h) Proponer a la autoridad competente la creación, modificación o supresiónde tribunales.i) Velar por la habilitación, la formación y el continuo perfeccionamiento dequienes integran el Sistema Nacional de Justicia. Para estos efectos, laAcademia Judicial estará sometida a la dirección del Consejo.j) Asegurar la formación inicial y capacitación constante de la totalidad defuncionarias, funcionarios y auxiliares de la administración de justicia,con el fin de eliminar estereotipos de género y garantizar la incorporacióndel enfoque de género, el enfoque interseccional y de derechos humanos.k) Dictar instrucciones relativas a la organización y gestión administrativade los tribunales. Estas instrucciones podrán tener un alcance nacional,regional o local.l) Las demás atribuciones que encomienden esta Constitución y la ley"
344-1,9,Sistemas de justicia,28,Consejo de la Justicia,344,1,"1. El Consejo de la Justicia se compone de diecisiete integrantes, conforme ala siguiente integración:a) Ocho juezas o jueces titulares elegidos por sus pares.b) Dos funcionarias, funcionarios o profesionales del Sistema Nacional deJusticia elegidos por sus pares.c) Dos integrantes elegidos por los pueblos y naciones indígenas en la formaque determinen la Constitución y la ley. Deberán ser personas decomprobada idoneidad para el ejercicio del cargo y que se hayandestacado en la función pública o social.d) Cinco personas elegidas por el Congreso de Diputadas y Diputados y laCámara de las Regiones en sesión conjunta, previa determinación de lasternas correspondientes por concurso público, a cargo del Consejo deAlta Dirección Pública. Deberán ser profesionales con a lo menos diezaños del título correspondiente, que se hayan destacado en la actividadprofesional, académica o en la función pública."
344-2,9,Sistemas de justicia,28,Consejo de la Justicia,344,2,2. Durarán seis años en sus cargos y no podrán reelegirse. Se renovarán porparcialidades cada tres años conforme a lo establecido por la ley.
344-3,9,Sistemas de justicia,28,Consejo de la Justicia,344,3,"3. Sus integrantes serán elegidos de acuerdo con criterios de paridad de género,plurinacionalidad y equidad territorial."
345-1,9,Sistemas de justicia,28,Consejo de la Justicia,345,1,"1. El Consejo de la Justicia podrá funcionar en pleno o en comisiones. En amboscasos, tomará sus decisiones por la mayoría de sus integrantes en ejercicio."
345-2,9,Sistemas de justicia,28,Consejo de la Justicia,345,2,"2. El Consejo se organizará desconcentradamente. La ley determinará laorganización, el funcionamiento, los procedimientos de elección deintegrantes del Consejo y fijará la planta, el régimen de remuneraciones y elestatuto de su personal."
346-1,9,Sistemas de justicia,28,Consejo de la Justicia,346,1,"1. Quienes integren el Consejo no podrán ejercer otra función o empleo, sea ono remunerado, con exclusión de las actividades académicas. La ley podráestablecer otras incompatibilidades en el ejercicio del cargo."
346-2,9,Sistemas de justicia,28,Consejo de la Justicia,346,2,2. Aquellos mencionados en las letras a) y b) del artículo sobre la composicióndel Consejo quedarán suspendidos del ejercicio de su función mientras duresu cometido.
346-3,9,Sistemas de justicia,28,Consejo de la Justicia,346,3,3. No podrán concursar para ser designados en cargos judiciales hastatranscurrido un año desde que cesen en sus funciones.
347-1,9,Sistemas de justicia,28,Consejo de la Justicia,347,1,"1. Quienes integren el Consejo cesarán en su cargo al término de su período,por cumplir setenta años de edad, por remoción, renuncia, incapacidad físicao mental sobreviniente o condena por delito que merezca pena aflictiva."
347-2,9,Sistemas de justicia,28,Consejo de la Justicia,347,2,"2. Tanto la renuncia como la incapacidad sobreviniente deberá ser aceptada oconstatada, según corresponda, por el Consejo."
347-3,9,Sistemas de justicia,28,Consejo de la Justicia,347,3,"3. El proceso de remoción será determinado por la ley, respetando todas lasgarantías de un debido proceso."
348-1,9,Sistemas de justicia,28,Consejo de la Justicia,348,1,"1. El Consejo efectuará los nombramientos mediante concursos públicosregulados por la ley, los que incluirán audiencias públicas."
348-2,9,Sistemas de justicia,28,Consejo de la Justicia,348,2,"2. Para acceder a un cargo de jueza o juez dentro del Sistema Nacional deJusticia se requerirá haber aprobado el curso de habilitación de la AcademiaJudicial para el ejercicio de la función jurisdiccional; contar con tres años deejercicio de la profesión de abogada o abogado para el caso de tribunales deinstancia; con cinco años para el caso de las cortes de apelaciones, y conveinte años para el caso de la Corte Suprema, y los demás requisitos queestablezcan la Constitución y la ley."
349-1,9,Sistemas de justicia,28,Consejo de la Justicia,349,1,"1. Los procedimientos disciplinarios serán conocidos y resueltos por unacomisión compuesta por cinco integrantes del Consejo que se elegirán porsorteo, decisión que será revisable por su pleno a petición del afectado."
349-2,9,Sistemas de justicia,28,Consejo de la Justicia,349,2,2. La resolución del Consejo que ponga término al procedimiento seráimpugnable ante la Corte Constitucional.
349-3,9,Sistemas de justicia,28,Consejo de la Justicia,349,3,3. Las decisiones adoptadas conforme a los incisos anteriores no podrán serrevisadas ni impugnadas ante otros órganos del Sistema Nacional de Justicia.
350-1,10,Órganos autónomos constitucionales,29,Órganos autónomos constitucionales,350,2,"Todos los órganos autónomos se rigen por el principio de paridad. Sepromueve la implementación de medidas de acción afirmativa, asegurandoque al menos el cincuenta por ciento de sus integrantes sean mujeres."
351-1,10,Órganos autónomos constitucionales,30,Contraloría general de la república,351,1,"1. La Contraloría General de la República es un órgano técnico, autónomo, conpersonalidad jurídica y patrimonio propio, encargada de velar por elcumplimiento del principio de probidad en la función pública, ejercer elcontrol de constitucionalidad y legalidad de los actos de la Administracióndel Estado, incluidos los gobiernos regionales, comunales y demás entidades,organismos y servicios que determine la ley."
351-2,10,Órganos autónomos constitucionales,30,Contraloría general de la república,351,2,"2. Está encargada de fiscalizar y auditar el ingreso, la inversión y el gasto defondos públicos."
351-3,10,Órganos autónomos constitucionales,30,Contraloría general de la república,351,3,"3. En el ejercicio de sus funciones, no podrá evaluar el mérito o convenienciade las decisiones políticas o administrativas."
351-4,10,Órganos autónomos constitucionales,30,Contraloría general de la república,351,4,"4. La ley establecerá la organización, el funcionamiento, la planta, losprocedimientos y las demás atribuciones de la Contraloría General de laRepública."
352-1,10,Órganos autónomos constitucionales,30,Contraloría general de la república,352,1,"1. En el ejercicio del control de constitucionalidad y legalidad, la ContraloríaGeneral tomará razón de los decretos, resoluciones y otros actosadministrativos o representará su ilegalidad. Deberá darles curso cuando laPresidenta o el Presidente de la República insista con la firma de todas susministras y ministros, y enviará copia de los respectivos decretos al Congresode Diputadas y Diputados."
352-2,10,Órganos autónomos constitucionales,30,Contraloría general de la república,352,2,2. En ningún caso dará curso a los decretos de gastos que excedan el límiteseñalado en la Constitución o la ley y remitirá copia íntegra de losantecedentes al Congreso de Diputadas y Diputados.
352-3,10,Órganos autónomos constitucionales,30,Contraloría general de la república,352,3,3. Tratándose de la representación por inconstitucionalidad no procederá lainsistencia y el pronunciamiento de la Contraloría será reclamable ante laCorte Constitucional.
352-4,10,Órganos autónomos constitucionales,30,Contraloría general de la república,352,4,"4. Además, le corresponderá tomar razón de los decretos con fuerza de ley,debiendo representarlos cuando ellos excedan o contravengan la respectivaley delegatoria."
352-5,10,Órganos autónomos constitucionales,30,Contraloría general de la república,352,5,"5. Respecto de los decretos, resoluciones y otros actos administrativos deentidades territoriales que, de acuerdo con la ley, deban tramitarse por laContraloría, la toma de razón corresponderá a la respectiva contraloríaregional. Los antecedentes que debieran remitirse, en su caso, lo serán a lacorrespondiente asamblea regional."
353-1,10,Órganos autónomos constitucionales,30,Contraloría general de la república,353,1,"1. La dirección de la Contraloría General de la República está a cargo de unacontralora o un contralor general, quien será designado por la Presidenta o elPresidente de la República, con el acuerdo del Congreso de Diputadas yDiputados y de la Cámara de las Regiones en sesión conjunta, por la mayoríade sus integrantes en ejercicio."
353-2,10,Órganos autónomos constitucionales,30,Contraloría general de la república,353,2,"2. La contralora o el contralor general durará en su cargo un periodo de ochoaños, sin posibilidad de reelección."
353-3,10,Órganos autónomos constitucionales,30,Contraloría general de la república,353,3,"3. Un Consejo de la Contraloría, cuya conformación y funcionamientodeterminará la ley, aprobará anualmente el programa de fiscalización yauditoría de servicios públicos, determinando los servicios o programas que,a su juicio, deben necesariamente ser incluidos en el referido programa."
353-4,10,Órganos autónomos constitucionales,30,Contraloría general de la república,353,4,4. Los dictámenes que modifican la jurisprudencia administrativa de laContraloría serán consultados al Consejo.
354-1,10,Órganos autónomos constitucionales,30,Contraloría general de la república,354,1,"1. La Contraloría General de la República podrá emitir dictámenes obligatoriospara toda autoridad, funcionario o trabajador de cualquier órgano integrantede la Administración del Estado, de las regiones y de las comunas, incluyendolos directivos de empresas públicas o sociedades en las que tengaparticipación el Estado."
354-2,10,Órganos autónomos constitucionales,30,Contraloría general de la república,354,2,"2. Los órganos de la Administración del Estado, los gobiernos regionales ycomunales, los órganos autónomos, las empresas públicas, las sociedades enque el Estado tenga participación, las personas jurídicas que dispongan derecursos fiscales o administren bienes públicos y los demás que defina la leyestarán sujetos a la fiscalización y auditorías de la Contraloría General de laRepública. La ley regulará el ejercicio de estas potestades fiscalizadoras yauditoras."
355-1,10,Órganos autónomos constitucionales,30,Contraloría general de la república,355,1,1. La Contraloría General de la República funcionará desconcentradamente encada una de las regiones del país mediante contralorías regionales.
355-2,10,Órganos autónomos constitucionales,30,Contraloría general de la república,355,2,"2. La dirección de cada contraloría regional estará a cargo de una contralora oun contralor regional, que designará la contralora o el contralor general de larepública."
355-3,10,Órganos autónomos constitucionales,30,Contraloría general de la república,355,3,"3. En el ejercicio de sus funciones, deberán mantener la unidad de acción conel fin de aplicar un criterio uniforme en todo el territorio del país."
355-4,10,Órganos autónomos constitucionales,30,Contraloría general de la república,355,4,4. La ley determinará las demás atribuciones de las contralorías regionales yregulará su organización y funcionamiento.
355-5,10,Órganos autónomos constitucionales,30,Contraloría general de la república,355,5,"5. Las contralorías regionales controlan la legalidad de la actividad financiera delas entidades territoriales, la gestión y los resultados de la administración delos recursos públicos."
356-1,10,Órganos autónomos constitucionales,30,Contraloría general de la república,356,5,"Las tesorerías del Estado no podrán efectuar ningún pago sino en virtud deun decreto o resolución expedido por una autoridad competente, en que seexprese la ley o la parte del presupuesto que autorice aquel gasto. Los pagosse efectuarán considerando, además, el orden cronológico establecido en ellay previa refrendación presupuestaria del documento que ordene el pago."
357-1,10,Órganos autónomos constitucionales,31,Banco Central,357,1,"1. El Banco Central es un órgano autónomo con personalidad jurídica ypatrimonio propio, de carácter técnico, encargado de formular y conducir lapolítica monetaria."
357-2,10,Órganos autónomos constitucionales,31,Banco Central,357,2,"2. La ley regulará su organización, atribuciones y sistemas de control, así comola determinación de instancias de coordinación entre el Banco y el Gobierno."
358-1,10,Órganos autónomos constitucionales,31,Banco Central,358,1,"1. Le corresponde en especial al Banco Central, para contribuir al bienestar dela población, velar por la estabilidad de los precios y el normalfuncionamiento de los pagos internos y externos."
358-2,10,Órganos autónomos constitucionales,31,Banco Central,358,2,"2. Para el cumplimiento de su objeto, el Banco Central deberá considerar laestabilidad financiera, la volatilidad cambiaria, la protección del empleo, elcuidado del medioambiente y del patrimonio natural y los principios queseñalen la Constitución y la ley."
358-3,10,Órganos autónomos constitucionales,31,Banco Central,358,3,"3. El Banco, al adoptar sus decisiones, deberá tener presente la orientacióngeneral de la política económica del Gobierno."
359-1,10,Órganos autónomos constitucionales,31,Banco Central,359,3,"Son atribuciones del Banco Central la regulación de la cantidad de dinero yde crédito en circulación, la ejecución de operaciones de crédito y cambiosinternacionales, y la potestad para dictar normas en materia monetaria,crediticia, financiera y de cambios internacionales, y las demás queestablezca la ley."
360-1,10,Órganos autónomos constitucionales,31,Banco Central,360,1,"1. El Banco Central solo podrá efectuar operaciones con institucionesfinancieras, sean estas públicas o privadas. De ninguna manera podráotorgarles su garantía ni adquirir documentos emitidos por el Estado, susórganos o empresas."
360-2,10,Órganos autónomos constitucionales,31,Banco Central,360,2,2. Ningún gasto público o préstamo podrá financiarse con créditos directos eindirectos del Banco Central.
360-3,10,Órganos autónomos constitucionales,31,Banco Central,360,3,"3. Sin perjuicio de lo anterior, en situaciones excepcionales y transitorias en lasque así lo requiera la preservación del normal funcionamiento de los pagosinternos y externos, el Banco Central podrá comprar durante un períododeterminado y vender en el mercado secundario abierto, instrumentos dedeuda emitidos por el fisco, en conformidad con la ley."
361-1,10,Órganos autónomos constitucionales,31,Banco Central,361,5,"El Banco Central rendirá cuenta periódica al Congreso de Diputadas yDiputados y a la Cámara de las Regiones en sesión conjunta, sobre laejecución de las políticas a su cargo, las medidas y normas generales queadopte en el ejercicio de sus funciones y atribuciones y los demás asuntosque se le soliciten, mediante informes u otros mecanismos que determine laley."
362-1,10,Órganos autónomos constitucionales,31,Banco Central,362,1,"1. La dirección y administración superior del Banco Central estará a cargo deun consejo, al que le corresponderá cumplir las funciones y ejercer lasatribuciones que señalen la Constitución y la ley."
362-2,10,Órganos autónomos constitucionales,31,Banco Central,362,2,"2. El Consejo estará integrado por siete consejeras y consejeros designados porla Presidenta o el Presidente de la República, con el acuerdo del Congreso deDiputadas y Diputados y la Cámara de las Regiones en sesión conjunta, porla mayoría de sus integrantes en ejercicio."
362-3,10,Órganos autónomos constitucionales,31,Banco Central,362,3,"3. Durarán en el cargo un período de diez años, no serán reelegibles, y serenovarán por parcialidades en conformidad con la ley."
362-4,10,Órganos autónomos constitucionales,31,Banco Central,362,4,"4. Las consejeras y los consejeros del Banco Central deben ser profesionalesde comprobada idoneidad y trayectoria en materias relacionadas con lascompetencias de la institución. La ley determinará sus requisitos,responsabilidades, inhabilidades e incompatibilidades."
362-5,10,Órganos autónomos constitucionales,31,Banco Central,362,5,"5. La presidenta o el presidente del Consejo, que lo será también del BancoCentral, será designado por la Presidenta o el Presidente de la República deentre quienes integren el Consejo, y durará cinco años en este cargo o eltiempo menor que le reste como consejero, pudiendo ser reelegido para unnuevo período."
